id,normalized_name,gender
1609,male astronomer,
1610,panicked man,
1611,congressman 1,
1612,congressman 2,
1613,congress,
1614,johnny unitas,
1615,angelique,
1616,transport driver,
1617,georgian,
1618,texan,
1619,2nd texan,
1620,russian,
1621,new englander,
1622,kid in crowd,
1623,krusty burglar,
1624,dick cavett,
1625,plastic surgeon,
1626,don vitorio,
1627,gangsters,
1628,second scientist,
1629,translator,
1630,dictator,
1631,elderly nazi,
1632,gus,
1633,prime minister,
1583,number one,m
1635,shiva,
1636,bullfrog,
1637,sentry,
1638,ambassador,
1639,australian,
1640,all legislators,
1641,bullfrogs,
1642,australians,
1643,barts fist,
1644,lender,
1645,ballet teacher,
1646,mel brooks,
1647,head rabbi,
1648,back-up rabbis,
1649,man in background,
1650,japanese man,
1651,japanese woman,
1652,person,
1654,charles bronson,
1655,man in audience,
1656,new york pilot,
1657,spielbergo,
1658,jays stomach,
1659,actor 1,
1660,actor 3,
1661,villagers,
1662,ben hur,
1663,eudora welty,
1664,fortune teller,
1665,fortune-teller,
1666,student in jeans,
1667,moustached man,
1668,mrs parkfield,
1669,mr parkfield,
1670,eldred,
1671,other player,
1672,adult nelson,
1673,nelson jr,
1674,aged krusty,
1675,cable announcer,
1676,pet store man,
1677,drill sgt,
1678,irs agent,
1679,fat cheeked housekeeper,
1680,ticket lady,
1681,shelbyville principal,
1682,enemy soldier 1,
1683,enemy soldier 2,
1684,soldier 3,
1685,soldier 4,
1686,ring girl,
1687,tape recorder,
1688,tutor,
1689,onlooker 1,
1690,opponent 1,
1691,opponent 2,
1692,opponent 3,
1693,parents,
1694,tiny student,
1695,all students,
1696,old jazz musician,
1697,store clerk,
1698,rudi,
1699,bart butterfly,
1700,lions head,
1701,darth,
1702,black man,
1703,shill,
1704,news vendor,
1705,psychotic guy,
1706,hairdresser,
1707,players,
1708,sinister man,
1709,henchman,
1710,1st tourist,
1711,2nd tourist,
1712,outfielder,
1713,shelby,
1714,backpack kid,
1715,shelbyville kids,
1716,springfield,
1717,shelbyville,
1718,tough kid,
1719,dads,
1720,bigger kid,
1721,1st kid,
1722,2nd kid,
1723,gas station attendant,
1724,second customer,
1725,shelbyvillers,
1726,groundskeeper wilma,
1727,tow truck man,
1728,shelbyville grampa,
1729,prendergast,
1730,guillermo,
1731,tito puente,
1732,high school student,
1733,roughneck,
1734,veterinarian,
1735,nelsons parrot,
1736,all teachers,
1737,male inspector,
1738,female inspector,
1739,other old people,
1740,imaginary burns 1,
1741,imaginary burns 2,
1742,imaginary burns 3,
1743,ten imaginary burnses,
1744,elderly guard,
1745,smitherss brain,
1746,super-villain,
1747,teenage employee,
1748,pigeon,
1749,police dispatcher,
1750,old board member,
1752,scoutmaster,
1753,different announcers,
1754,casting lady,
1755,teamster,
1756,dialogue coach,
1758,movie prop guy,
1759,estonian dwarf,
1760,prop guy,
1761,editor,
1762,spirograph man,
1763,mickey rooney,
1764,helicopter pilot,
1765,shallow-looking hollywoodite,
1766,bentley salesman,
1767,head lice,
1768,bully girls,
1769,old mafia guy,
1771,officer noble,
1772,from speaker,
1773,father in burlap sack,
1774,crow,
1775,pre-teen hibbert kid,
1776,little hibbert girl,
1777,teenage hibbert boy,
1778,barney-shaped form,
1779,jinglers,
1780,sherriterritheir souls,
1781,nelsonhis soul,
1782,martins soul,
1783,unctuous waiter,
1784,figure,
1785,sherriterri,
1786,very cute little girl,
1787,raving derelict,
1788,nana van houten,
1789,wolf,
1790,pigs,
1791,papa bear,
1792,mama bear,
1793,baby bear,
1794,mother goose,
1795,100 flanderses,
1796,jose flanders,
1797,thistlewick flanders,
1798,lamb,
1799,ms hoover,
1800,worm,
1801,child voice,
1802,linda mccartney,
1803,paul mccartney,
1804,lard lad,
1805,college students,
1806,store owner,
1807,mr van brunt,
1808,paul anka,
1809,kindergarten kids,
1810,all parents,
1811,homers mouth,
1812,muscular guy,
1813,glamorous woman,
1814,rugged man,
1815,moviegoer,
1816,ice cream man,
1817,worker 3,
1818,line man,
1819,county clerk,
1820,grave-digger,
1821,howard cosell,
1822,protestors,
1823,student wiggum,
1824,dennis hopper,
1825,postal clerk,
1826,postal clerk 2,
1827,van driver,
1828,enraged prisoner,
1829,teenage girl,
1830,tv audience,
1831,airman at the gate,
1832,very normal prisoner,
1833,another prisoner,
1834,airman tour guide,
1835,mp,
1836,entire audience,
1837,loudspeaker,
1838,airman at gate,
1839,airman with pistol,
1840,airman in tank,
1841,matt groening,
1842,network executive 1,
1843,network executive 2,
1751,producer,m
1844,supervillain,
1845,bont,
1846,indian woman,
1847,bare-chested man,
1848,richard simmons robot,
1849,carolers,
1850,rich suburban mom,
1851,spoiled little boy,
1852,gavin,
1853,mario,
1854,mario 2,
1855,donkey kong,
1856,lee carvallo,
1857,sonic the hedgehog,
1859,answering machine,
1860,mangy santa,
1861,quimby 2,
1862,quimbys,
1863,bowling clerk,
1864,nurselady doris,
1865,sportscaster 2,
1866,guy in crowd,
1869,george bush flanders,
1870,teenage kid,
1871,homer and bart,
1872,elks,
1873,gorbachev,
1874,gerald ford,
1877,simpsons,
1878,women,
1879,dorothy parker-ish socialite,
1880,patricia,
1881,roberta,
1882,brittany brockman,
1883,tom kite,
1884,saleslady,
1885,mr dewey,
1886,bank employee,
1887,teller 2,
1888,cayman islands bank guy,
1889,chief agent,
1890,2nd irs agent,
1891,phone bid taker,
1892,mans voice,
1893,bob newhart,
1894,global positioning system,
1895,pioneers,
1896,troy-jebediah,
1897,fatherly pioneer,
1898,mechanical voice,
1900,committee members,
1901,spr�_ngfeld,
1902,betsy ross,
1903,corporate type,
1904,skull,
1905,sharpshooter,
1906,employees,
1907,mrs burns,
1908,middle-aged man,
1909,brinkley,
1910,suzanne somers,
1913,courtroom spectators,
1914,amendment,
1915,congressman,
1916,mob of amendments,
1917,crazy amendment,
1918,lester,
1919,miss piggy,
1920,sir kermit,
1921,paparazzo,
1922,phone voice,
1924,diners,
1925,obnoxious diner,
1926,troyonscreen troy,
1927,male co-host,
1928,female co-host,
1929,ape,
1930,ape 2,
1931,chorus of ape elders,
1932,ape nurse,
1933,dr zaius,
1934,jub-jub,
1935,ticketing agent,
1936,crackerman,
1937,other traders,
1938,angry dad,
1939,deranged-looking hitchhiker,
1940,andy williams,
1941,commanding-voiced man,
1942,proprietor,
1943,al gore doll,
1944,pawn shop clerk,
1945,chinese doctor,
1946,oak ridge engineer,
1947,review board members,
1948,review board chairman,
1875,brandine del roy,f
1899,hurlbut,m
1867,disco stu,m
1911,chester lampwick,m
1923,macarthur parker,m
1858,detective,m
1876,evelyn,f
1949,se̱ora bumblebee man,
1950,twangy singers,
1951,very tall man,
1952,grampa van houten,
1953,judge grandfather,
1954,vidal,
1955,voice on intercom,
1956,phony homer,
1957,phony marge,
1958,iggy wiggum,
1959,sheldon skinner,
1960,arnie gumble,
1961,ox,
1962,platoon,
1963,etch,
1964,rodtodd,
1965,state dept man 1,
1966,state dept man 2,
1967,von w̦rtzenburger,
1968,von w��rtzenurger,
1969,great grampa,
1970,great grampa simpson,
1971,great gramma simpson,
1972,apus father,
1973,apus mother,
1974,young apu,
1976,young frink,
1977,tom cruise,
1978,nicole kidman,
1979,ins agent,
1980,radio,
1981,sales teen,
1982,first cool guy,
1983,all other guys,
1984,second girl,
1985,ticket,
1986,blockhead,
1987,b-real,
1988,sales kid,
1989,sour kid,
1990,many kids,
1991,sour kid 2,
1992,sour girl,
1993,peter frampton,
1994,billy corgan,
1995,sonic youth,
1996,cypress hill,
1997,smashing pumpkins,
1998,first gen-x kid,
1999,second gen-x kid,
2001,jimmy chamberlin,
2002,james iha,
2003,dj muggs,
2004,london orchestra guy,
2005,framptons guitar,
2006,ottos left shoe,
2007,ottos right shoe,
2008,thurston moore,
2009,steve shelley,
2010,lee ranaldo,
2011,kim gordon,
2012,sen-dog,
2013,ice cream truck supervisor,
2014,nerdy girl,
2015,other nerdy girl,
2016,pippi longstocking,
2017,eustace tilley,
2018,alice,
2019,cool kid voice,
2020,cool girl voice,
2021,rick,
2022,erin,
2023,apu ii,
2024,something,
2025, Shambling Figure,hulking shambling figure
2026,hugo,
2027,prof mini-frink,
2028,notable,
2029,fat man,
2030,dole,
2031,committee staff,
2032,clinton,
2033,kodos-clinton,
2034,kang-dole,
2035,spokesman,
2036,secret serviceman,
2037,man in crowd,
2038,alien crier,
2039,businesswoman,
2041,technicians,
2042,student in sunglasses,
2043,milhouse,
2044,mr doyle,
2045,leg-up kid,
2046,2nd leg-up kid,
2047,3rd leg-up kid,
2048,leg-up teacher,
2049,rest of class,
2050,mrs owl,
2051,un member,
2052,2nd un member,
2053,jumpsuited guy,
3001,duncan,
2040,hank scorpio,m
2000,darcy,f
2054,recordchildren,
2055,computer,
2056,messenger,
2057,mall announcer,
2058,indian 1,
2059,indian 2,
2060,microchip voice,
2061,jimbos dad,
2062,dolphs dad,
2063,kearneys dad,
2064,lucius,
2066,prisoners,
2067,questioner 1,
2068,questioner 2,
2069,questioner 3,
2070,parole board members,
2071,t-shirt vendor,
2072,michael buffer,
2073,fan man,
2074,park ranger,
2075,tour group,
2076,old preppie,
2077,willy loman,
2078,wealthy dowager,
2079,male admissions officer,
2080,female admissions officer,
2081,costume shop clerk,
2082,childs voice,
2083,simulated homer,
2084,starlet,
2085,sports announcer,
2086,dancer 1,
2088,rusty,
2089,bernice hibbert,
2090,dancer 2,
2091,belledancers,
2092,townsmen chorus,
2093,marges dummy,
2094,hibbert family,
2095, Jr. kearney jr,
2096,single man,
2097,cracker executive,
2098,chase,
2099,starla,
2100,flashback homer,
2101,flashback marge,
2102,combo frontman,
2103,bandmembers,
2104,homers recording,
2105,milhouses thoughts,
2106,paramedic,
2107,nelsons brain,
2108,national guardsman,
2109,main title singers,
2110,prison officials,
2111,citizens,
2112,older nurse,
2114,young ned,
2115,young dr foster,
2116, Sr. nedward flanders sr,
2117,mona flanders,
2118,crazy man,
2119,jay sherman,
2120,various onlookers,
2121,coyote,
2122,furniture salesman,
2123,first mate,
2124,leonard nimoy,
2125,video arcade man,
2126,kevin costner voice,
2127,guilty man,
2128,fox mulder,
2129,dana scully,
2130,alf,
2131,marvin-the-martian-type,
2132,whale,
2133,frog 1,
2134,frog 2,
2135,frog 3,
2136,alligator,
2137,hot dog stand guy,
2138,smithers,
2139,nick riviera,
2140,motivational man,
2141,picture man,
2142,pita saleswoman,
2143,investorettes,
2144,frank ormand,
2145,1st sportscaster,
2146,entire stadium,
2147,2nd sportscaster,
2148,mobster,
2149,little yakuza,
2150,yakuza,
2151,1st panicked employee,
2152,2nd panicked employee,
2153,ranger,
2154,smokey bear,
2155,smitherss echo,
2156,john muir,
2157,drunk man,
2158,mcfadden,
2113,dr foster,m
2087,belle,f
2159,mr burnss thoughts,
2160,family,
2161,ford,
2162,older woman,
2163,elderly woman,
2164,nanny,
2166,fidgety lieutenant,
2167,quentin tarantino,
2168,moderator,
2169,writer 1,
2170,writer 3,
2171,writing staff,
2172,head animator,
2173,roy,
2174,david cohen,
2175,sound engineer,
2176,june,
2177,nerd in audience,
2178,theme singers,
2179,very deep voice,
2180,poochie,
2181,hip saleswoman,
2182,100 workers,
2183,buffed worker,
2184,worker in crowd,
2185,convicts,
2186,fat convict,
2188,sideshow bobs brain,
2189,1986 cecil,
2190,1986 bob,
2191,1986 krusty,
2192,everyone but bob and cecil,
2193,cousin merl,
2194,man in lower outhouse,
2195,comedy nurse,
2196,distressed yuppie,
2197,young italian man 1,
2198,limo driver,
2199,emergency operator,
2200,irish cops,
2201,drunken revelers,
2202,shocked old woman,
2203,bar crowd,
2204,temperance women,
2205,very old clerk,
2206,councilmen,
2207,head of duff,
2208,quimbys aide,
2210, MARGE AND BART,homer marge and bart
2211,helpful clerk,
2212,voice in crowd,
2213,magician,
2214,cafeteria worker,
2215,computerized japanese voice,
2216,laddie,
2217,credit representative,
2218,repo goon 2,
2219,heiress,
2220,lumley,
2221,distant voice,
2222,fire-stoker,
2223,tommy,
2224,mitchell,
2225,stockbroker,
2226,advisors smithers,
2227,real estate agent,
2228,bret the hitman hart,
2229,shrieking sheik,
2230,activity coordinator,
2231,female resident,
2232,male resident,
2233,several residents,
2234,hospital intercom,
2235,test blast announcer,
2236,nearby patient,
2237,pa system,
2238,young flanders,
2239,young lovejoy,
2240,japanese worker 1,
2241,st eleutherius,
2242,st bartholomew,
2243,st lucian,
2244,st donickus,
2245,japanese businessman,
2246,mr sparkle,
2247,underwater girls 1 2,
2248,underwater girl 3,
2249,sumo wrestlers,
2250,japanese announcer,
2251,donny,
2252,baboon,
2253,japanese tourist,
2254,zookeeper,
2255,baboons,
2257,city employee,
2258,portly chef,
2259,big daddy,
2260,scary huge-headed figure,
2261,betty,
2187,cecil terwilliger,m
2165,shary,f
2209,rex banner,m
2262,betty moe,
2263,moe betty,
2264,tim conway,
2265,ozmodiar,
2266,osmodiar and troy,
2267,adlai stevenson,
2268,parrots,
2270,cadet,
2271,cadet larsen,
2272,cadet franklin,
2273,cadet platt,
2274,cadets,
2275,cadet andersen,
2276,cadet anderson,
2278,cheerleaders,
2279,hasidic man,
2280,immigrants,
2281,office worker in tower one,
2282,office worker in tower two,
2283,undershirt guy,
2284,dmv recording,
2285,gruff voice,
2286,crazy guy,
2287,fireworks vendor,
2288,society matron,
2289,alfred e neuman,
2290,angry cab driver,
2291,bike messenger,
2292,song on radio,
2293,jury member 1,
2294,jury member 2,
2295,jury chorus,
2296,mr cleary,
2297,staffpatients,
2298,construction worker,
2299,picnickers,
2300,carriage driver,
2301,student choir,
2302,stranger,
2305,young armin,
2306,frog,
2307,krusty,
2308,asian boy,
2309,young barney,
2310,little girls,
2311,headmistress,
2312,man at bar,
2313,french president,
2314,mutant sideshow mel,
2315,mutant dr hibbert,
2316,mutant moe,
2317,mutant skinner,
2318,mutant burns,
2319,mutant lenny,
2320,mutants,
2321,mutant wiggum,
2322,mutant flanders,
2323,mutant melskinnermoeburnswiggum,
2324,creature,
2325,fly-head,
2326,governor quimby,
2327,constable wiggum,
2328,goodman skinner,
2329,goodman flanders,
2330,pastor lovejoy,
2331,goodman moe,
2332,goody krabappel,
2333,goodman lenny,
2334,snowman eddie,
2335,princess lou,
2336,goody maude,
2337,pel̩,
2338,foreign announcer,
2339,soccer hooligans,
2340,soccer hooligan,
2341,security salesman,
2342,gun clerk,
2343,hooker,
2344,muffled voice,
2345,team,
2346,roy firestone,
2347,teenage smithers,
2348,middle-age grampa,
2349,teenage lenny,
2351,joe namath,
2352,other players,
2353,hank,
2354,female voices,
2355,female crowd members,
2356,manjulas mother,
2357,siegfried,
2358,guests,
2359,ganesh,
2360,burly guest,
2361,indian singers,
2362,mall executive,
2363,pr man,
2364,caveman,
2365,stephen jay gould,
2277,duffman,m
2304,armin,m
2269,commandant,m
2303,sgt skinner,m
2366,south american bidder,
2367,johnny d,
2368,city clerk,
2370,cookie,
2371,assorted agents,
2372,lionel hutzs head,
2373,female victim,
2374,other realtors,
2375,dove,
2376,shopper,
2377,cheerleader,
2378,toy,
2379,patches,
2380,poor violet,
2381,sullen teen,
2382,sean,
2383,alex trebek,
2384,goon 1,
2385,hombre,
2386,clint eastwood,
2387,townspeople chorus,
2388,lee marvin,
2389,female chorus,
2390,second female chorus,
2391,kids on ride,
2392,carny,
2393,dracula voice,
2394,maintenance man,
2395,game announcer,
2397,spud,
2398,performer,
2399,camel,
2400,fantastic dan,
2401,passengers,
2402,hari krishna,
2403,christian,
2404,jane,
2406,movementarians,
2407,don,
2408,homers stomach,
2409,homers feet,
2410,leader,
2411,the leader,
2412,noah,
2413,singing children,
2414,chinese sailor 1,
2415,chinese sailor 2,
2416,bill gates,
2417,james earl jones,
2418,volunteer,
2419,steven wright,
2420,bobcat goldthwaite,
2421,janeane,
2422,bruce baum,
2423,computer on stool,
2424,comics,
2425,mr teeny,
2426,businessman 1,
2427,businessman 2,
2428,jay leno,
2429,hank williams jr,
2431,republican candidate,
2432,drunken cop,
2433,photographer cop,
2434,homers voice,
2435,ghostly homer,
2436,square guy,
2437,station manager,
2438,great uncle chet,
2439,well-dressed relative,
2440,relative 1,
2441,relative 2,
2442,relative 3,
2443,relative 4,
2444,relative 5,
2445,dr simpson,
2446,simpson woman 1,
2447,simpson woman 2,
2448,simpson woman 3,
2449,nerdy kids,
2450,female computer,
2451,bullies,
2452,elderly night watchman,
2453,leprechaun,
2454,general donut,
2455,donuts,
2456,roddy mcdonut,
2457,big donut,
2458,big hand guy,
2459,naval announcer,
2460,recruiting officer,
2461,asian man,
2462,drill instructor,
2463,barneys mom,
2464,head chef,
2465,head instructor,
2466,world war i recreationists,
2467,other kids,
2468,bob denver,
2469,captain tenille,
2470,female ensign,
2471,enemy crewperson,
2396,cooder,m
2405,glen,m
2430,renee,f
2472,enemy captain,
2473,asian ensign,
2474,hick,
2475,russian ambassador,
2476,us ambassador,
2477,lenin,
2478,sonar operator,
2479,aircraft carrier captain,
2480,thought bubble moe,
2481,thought bubble bart,
2482,penguins,
2483,admiral 1,
2484,admiral 3,
2485,admiral 4,
2486,janitor,
2487,myron,
2488,agent miller,
2489,lucius sweet,
2490,mission impossible voice,
2491,truman,
2492,british official,
2493,spanish official,
2494,french official,
2495,customs official,
2496,street vendor,
2497,castro,
2498,cuban officials,
2499,cuban undersecretary,
2500,agency clerk,
2501,mojo,
2502,cat lady,
2503,computer voice,
2504,head chocobot,
2505,major nougat,
2506,all chocobots,
2507,young exec,
2508,older exec,
2509,female exec,
2510,other executives,
2511,garbage man 1,
2512,garbage man 2,
2514,paul,
2515,susie,
2516,bono,
2517,the edge,
2518,adam clayton,
2519,security guys,
2520,a few people,
2521,giant-nosed man,
2522,garbage men,
2523,u2,
2524,oskar,
2525,union leader,
2526,second indian,
2527,first indian,
2528,commie nazi,
2529,other team,
2530,muscular man,
2531,sherpa 1,
2532,sherpa 2,
2533,sherpas,
2534,geese,
2535,faucet-head kids mother,
2536,soldier,
2537,russian man 1,
2538,russian man 2,
2539,homers voice mail,
2540,fish-hag,
2541,telephone repairman,
2542,bridge operator,
2543,cow,
2544,studio audience,
2545,pirate captain,
2546,pirate 1,
2547,ilsa,
2548,golf course crowd,
2549,minister,
2550,stadium announcer,
2551,stadium crowd,
2552,kicker,
2554,thug 1,
2555,thug 2,
2556,cardinal flanders,
2557,president lenny,
2558,heckle,
2559,jeckle,
2560,passerby,
2561,edisons ghost,
2562,visitor,
2563,female visitor,
2564,eagle,
2565,toucan,
2566,vulture,
2567,birds,
2568,library lady tress,
2569,birders,
2570,ed mcmahon,
2571,regis philbin,
2572,kathie lee,
2573,jerry springer,
2574,woman in audience,
2575,homie bear,
2576,bart bart,
2577,ranger ned,
2579,alec baldwin,m
2578,kim basinger,f
2553,alex,f
2581,gentleman,
2582,aleckim,
2583,aleckimron,
2584,studio executive,
2585,seth,
2586,munchie,
2587,middle-aged grampa,
2588,young mona,
2589,young munchie,
2590,young seth,
2591,hippie girl 1,
2592,hippie girl 2,
2593,ginsberg,
2594,jill st john,
2595,phyllis diller,
2596,sarah ferguson,
2597,skeleton,
2598,lips,
2599,range-rover mom,
2600,lobster clerk,
2601,documentary narrator,
2602,taskmaster,
2603,mr toad,
2604,president of harvard,
2605,comptroller atkins,
2606,real compt atkins,
2607,robot cowboy 1,
2608,robot cowboy 2,
2609,robot cowboy 3,
2610,curly,
2611,old curly,
2612,3-year-old homer,
2613,admitting nurse,
2614,taffy shop clerk,
2615,sad-looking frenchman,
2616,man in dinner jacket,
2617,british raj man,
2618,woman in wedding dress,
2619,caribbean outcast,
2620,son,
2621,young woman,
2622,hideous alien 1,
2623,hideous alien 2,
2624,c-3po,
2625,chewbacca,
2626,neil armstrong,
2627,dr smith,
2628,nerdy young woman,
2629,crowd of nerds,
2631,ernie,
2632,big tom,
2633,leavelle,
2634,gangstersmolls,
2635,theater owner,
2636,demolition foreman,
2637,don rickles,
2638,car wash employee,
2639,babe,
2640,samoan attorney,
2641,hunter s thompson,
2642,joan rivers,
2643,lance,
2644,pit boss,
2645,waitress 1,
2646,ginger,
2647,tiger,
2648,graeme edge,
2649,justin hayward,
2650,john lodge,
2651,ray thomas,
2652,vultures,
2653,cyndi lauper,
2654,dennis conroy,
2655,whiny twentysomething guy,
2656,sassy twentysomething gal,
2657,wacky friend,
2658,deep-voiced announcer,
2659,higher nasal announcer,
2661,craggy farmer,
2662,creepy english boy 2,
2663,creepy english girl 1,
2664,constable,
2665,creepy english girl 2,
2666,townsfolk,
2667,pyro,
2668,adults,
2669,postmaster bill,
2670,man in military uniform,
2671,government official,
2672,mailman 1,
2673,mailman 2,
2674,mailman 3,
2676,guys,
2677,rudy,
2678,rosey grier,
2679,old player,
2680,little guy,
2681,troy aikman,
2682,dan marino,
2683,man next to dan,
2660,mrs muntz,f
2630,mark hamill,m
2580,ron howard,m
2684,male voice,
2685,vincent price,
2686,ticket scalper,
2687,pat summerall,
2688,john madden,
2689,dolly parton,
2690,rupert murdoch,
2691,enchanted policemen,
2692,football players,
2693,reporter 4,
2694,linemen,
2695,jody price,
2696,archie bunker,
2697,bad flanders,
2698,lieutenant,
2699,commander,
2700,bank robber 1,
2701,bank robber 2,
2702,policecop 2,
2703,policecop 1,
2704,banker,
2705,detective homer simpson,
2706,2nd producer,
2707,3rd producer,
2708,4th producer,
2709,5th producer,
2711,trent,
2712,valet,
2713,guest 1,
2714, Jr. ed begley jr,
2715,lorne michaels,
2716,guest 2,
2717,bald eagle,
2718,police car,
2719,macaw,
2720,crewman,
2721,elton john,
2722,female suv voice,
2723,sergeant crew,
2724,astronaut in space suit,
2725,curtis e bear,
2726,lemur,
2727,australian gamekeeper,
2728,workmen,
2729,omnitouch rep,
2730,security guard 2,
2731,new age clerk,
2732,deep male voice,
2733,repo man 1,
2734,repo man 2,
2735,red,
2736,cow 1,
2737,reds friend 1,
2738,reds friend 2,
2739,abba,
2740,missionary 1,
2741,missionary 2,
2742,old lady,
2743,tourist 1,
2744,trucker 3,
2745,various truckers,
2746,trucker 5,
2747,trucker 4,
2748,navitron auto-drive,
2749,truckers,
2750,se̱or ding-dong,
2751,gopher,
2752,unicorn,
2753,slavedriver willie,
2754,pharaoh skinner,
2755,burning bush,
2756,mosesmilhouse,
2757,lisa mosesmilhouse,
2758,egyptians,
2759,methuselah grampa,
2760,goliathnelson,
2761,sheep,
2762,teen,
2763,tv handyman,
2764,handyman,
2765,astrid weller,
2766,jasper johns,
2767,human proportions guy,
2768,cubist musician,
2769,andy warhol,
2770,burn victims,
2771,french representative,
2772,ioc chairman,
2773,russian representative,
2774,latin representative,
2775,other representatives,
2776,japanese representative,
2777,olympic representatives,
2778,swiss representative,
2779,seniors,
2780,sweet elderly lady,
2781,scarlett,
2782,rhett,
2783,other seniors,
2784,native-american man,
2785,jack lalanne,
2786,male host,
2787,appraiser,
3108,satan,
2788,everyone in store,
2789,kevin costner,
2790,people,
2791,arthur fortune,
2792,conga line,
2793,pedestrians,
2794,crickets,
2795,jerry rude,
2796,local,
2797,3rd local,
2798,loch ness monster,
2799,commercial anncr,
2800,pudding representative,
2801,horse,
2802,mensans,
2803,hawking,
2804,computer voice 2,
2805,garabedian,
2806,mr pennybags,
2807,japanese stewardess,
2808,jim belushi,
2809,toilet,
2810,tv character,
2811,woody allen,
2812,sumo,
2813,magic fish,
2814,cartoon squid,
2815,japanese father,
2816,gameshow host,
2817,canadian man,
2818,canadian woman,
2819,somber announcer,
2820,salesperson,
2821,electric car computer,
2822,williamrobyn,
2823,mel gibson,
2824,william,
2825,robyn,
2826,mrsmithmel,
2827,john travolta,
2828,man on right,
2829,man on left,
2830,bus tour guide,
2831,anne,
2832,mr smithmel,
2833,senators,
2834,senator payne,
2835,senate leader,
2836,distinguished-looking man,
2837,tram guide,
2838,irene ryan,
2839,batman,
2840,robin,
2841,edwardwilliamrobyn,
2842,hosey the bear,
2843,researcher 1,
2844,researcher 2,
2845,video game,
2846,staffer,
2847,electronic organizer,
2848,navajo boy,
2849,dancer,
2850,solidier 1,
2851,sir widebottom,
2852,schoolkids,
2853,satellite,
2854,mark mcgwire,
2855,homer effigy,
2856,newspaper worker 1,
2857,newspaper worker 2,
2858,shrewish woman,
2860,mimi,
2861,german man,
2862,german woman,
2863,farm critic,
2864,tv critic,
2865,theater critic,
2866,herald,
2867,salvatore,
2868,dinner theatre owner,
2869,deli owner,
2870,french chef,
2871,dinner theater owner,
2872,restaurant owners,
2873,creepy voice,
2874,lucy lawless,
2875,dick clark,
2876,band member 1,
2877,band member 2,
2878,band member 3,
2879,rick james,
2880,waffle iron,
2881,tom arnold,
2882,pauly shore,
2883,rosie odonnell,
2884,terrible celebrities,
2885,rosie odonnel,
2886,german soldier,
2887,gi,
2888,dead german soldier,
2889,musketeer,
2890,man in the iron mask,
2891,zorro,
2892,princess,
3109,troll,
2893,scarlet pimpernel,
2894,king arthur,
2895,rap singer,
2896,b-52s,
2897,homera,
2898,colonels wife,
2899,farmer 2,
2900,storekeeper,
2901,elephant,
2902,sandy,
2903,jp,
2904,laramie employees,
2905,new yorker,
2906,burns ball,
2907,penn,
2908,smiley the elf,
2909,happy the elf,
2910,giggly the elf,
2911,pat obrien,
2912,nancy odell,
2913,man in line,
2914,boy in car,
2915,girl in car,
2916,homer monster,
2917,allen,
2918,shelbyville father,
2919,shelbyville father and mother,
2920,forklift driver,
2921,octuplets,
2922,businessman,
2923,zoo owner,
2924,butch patrick,
2925,anoop,
2926,poonam,
2927,flamboyant theater-type,
2928,christopher,
2929,koala,
2930,mother gorilla,
2931,man with no face,
2932,fast-talking announcer,
2933,jay north,
2934,johnny bobby,
2935,nrbq,
2936,fretful mother,
2937,grim father,
2938,cop,
2939,rebel,
2941,ramrod,
2942,bikers,
2943,burly bartender,
2944,nursing students,
2945,plaintiff,
2946,defendant,
2948,lindsey,
2950,dixie chicks,
2951,funzo,
2952,gary coleman,
2953,goodwill driver,
2954,chair lift operator,
2955,ski instructor,
2956,deer,
2957,lodge employee 1,
2958,lodge employee 2,
2959,mr sakamoto,
2960,ricky,
2961,lucy,
2962,fred,
2963,john wayne,
2964,raspy voice,
2965,left snake,
2966,right snake,
2967,both snakes,
2968,virtual doctor,
2969,lubchenko,
2970,mens singing group,
2971,frat boy 1,
2972,frat boy 2,
2974,barts congregation,
2975,float singers,
2976,fan,
2977,britney spears,
2978,seat filler,
2979,chapman,
2980,coast guard guy,
2981,party guests,
2982,asian pirate,
2983,closing,
2984,rat-pack kid,
2985,salesguy,
2986,randy bachman,
2987,fred turner,
2988,state comptroller atkins,
2989,giant pearl,
2990,dream homer,
2991,jockey 1,
2992,jockey 2,
2993,mrs vanderbilt,
2994,mr vanderbilt,
2995,jockeys,
2996,tree jockey,
2997,toadstool jockey,
2998,woman jockey,
2999,other jockeys,
3000,hank jockey,
2947,jim hope,m
2940,meathook,m
2949,male executive,m
3002,first parrot,
3003,second parrot,
3004,clay babcock,
3005,mrs babcock,
3006,crew chief,
3007,lindsay,
3009,pbs-style announcer,
3010,teen-aged hooligan,
3012,mr rogers,
3013,yo-yo ma,
3014,bigg byrd,
3015,ellmeaux,
3016,craig,
3017,amy,
3018,qtoktok,
3019,ak,
3020,lisa junior,
3021,islanders,
3022,chipper guide,
3023,babe ruth,
3024,titania,
3025,phil angelides,
3026,dr velimirovic,
3027,jailbirds son,
3028,slick-looking man 1,
3029,slick-looking man 2,
3030,slick-looking man 3,
3031,second nurse,
3032,other nurses,
3033,20-ish moe,
3034,no nonsense female voice,
3035,helen morehouse,
3036,soap announcer,
3037,ingenue,
3038,contessa,
3039,arthur crandall,
3041,hologram nelson,
3042,heckler,
3043,old barney,
3044,helen thomas,
3045,advisors,
3046,security advisor kearney,
3047,barts friends,
3048,old krusty,
3049,billy carters ghost,
3050,foreign delegates,
3051,german delegate,
3052,british delegate,
3053,french delegate,
